,id,name,latitude,longitude,rankingDenominator,rankingPosition,rating,numberofReviews
31,5292469,Hyoga japanese cuisine,49.23367,-123.03432,3031,1904,4.5,4
32,10311532,Boba Monster,49.232174,-123.0904,3031,1906,4.5,3
33,2634788,Bada Bing Food Truck,49.28961,-123.12091,3031,1900,4.5,5
34,4849889,Chiffon Patisserie,49.26372,-123.12834,3031,1908,5.0,4
35,17735292,Tractor,49.26349,-123.13135,3031,1901,5.0,2
36,8319621,Starbucks,49.28463,-123.11314,3031,1907,3.5,14
37,3645695,Rio Brazillian Steakhouse,49.292477,-123.13411,3031,1902,3.0,226
38,8956470,Fantastico Pizza 2001,49.283997,-123.11356,3031,1905,4.5,4
39,12058113,A & W,49.26086,-123.11629,3031,1910,4.0,6
40,14868089,Fresh Takeout Japanese,49.27572,-123.11506,3031,1914,5.0,2
41,6882690,The Reef,49.275154,-123.06938,3031,1909,4.0,5
42,9981022,Thai Town Restaurant,49.279945,-123.10617,3031,1915,3.5,9
43,10219519,Smokehouse Sandwich Company,49.283974,-123.12016,3031,1916,4.5,7
44,967684,Lee's Donuts,49.27218,-123.13521,3031,19,4.5,282
45,5313230,Blenz Coffee,49.24769,-123.10104,3031,1912,4.0,8
46,12982957,Snackshot,49.21335,-123.13996,3031,1918,3.5,6
47,15322225,Tacofino Ocho,49.2663,-123.10471,3031,1917,3.5,29
48,23705066,Linh Cafe Vancouver House,49.2808,-123.11672,3031,1913,4.5,2
49,8855940,La Pavillion,49.28311,-123.11887,3031,1911,4.5,4
50,5077787,Wasabi Sushi,49.2797,-123.11556,3031,1924,4.0,5
51,4868721,Subway,49.27645,-123.118965,3031,1923,4.0,5
52,1069345,Kimono Japanese Restaurant,49.285217,-123.11428,3031,1920,3.5,18
53,2711667,Vera's On The Drive,49.271618,-123.069496,3031,1927,4.0,13
54,2199414,Salad Loop,49.28468,-123.11189,3031,1926,4.0,6
55,15813464,Koko Monk,49.264244,-123.16987,3031,1928,4.5,3
56,10454676,Fanny Bay Oyster Bar & Shellfish Market,49.278534,-123.11447,3031,23,4.5,494
57,710524,Lupo Restaurant,49.278057,-123.11738,3031,21,4.5,836
58,19241554,Matchstick Coffee,49.27431,-123.12619,3031,1921,4.5,3
59,683321,Cardero's Restaurant & Live Bait Marine Pub,49.291653,-123.127556,3031,24,4.5,3411
60,1124761,Trattoria Kitsilano,49.26801,-123.1467,3031,29,4.5,718
61,7622040,Italia Bella Bar & Grill Restaurant,49.261646,-123.098335,3031,25,4.5,201
62,2702888,Sylvia's Restaurant and Lounge,49.28849,-123.14257,3031,28,4.5,690
63,3190288,Fable Kitchen,49.267937,-123.14902,3031,26,4.5,561
64,8492714,Giardino Restaurant,49.277046,-123.13005,3031,27,4.5,308
65,1159855,Cafe Medina,49.28074,-123.11717,3031,30,4.5,1637
66,4852748,Simply Delicious,49.24653,-123.10088,3031,1919,4.0,10
67,3905536,Take Five Cafe,49.28722,-123.11606,3031,1925,4.0,5
68,786663,Miko Sushi,49.288113,-123.129105,3031,22,4.5,362
69,13382968,Andamiro Korean Bistro,49.23914,-123.05249,3031,1922,3.5,8
70,3691624,Forage,49.28717,-123.12908,3031,31,4.5,1428
71,1212806,Miku,49.28741,-123.11296,3031,32,4.5,2125
72,1929373,Meat & Bread,49.28262,-123.109535,3031,34,4.5,948
73,706088,Le Crocodile,49.282677,-123.12497,3031,35,4.5,1079
74,884131,Rocky Mountain Flatbread Kitsilano,49.27068,-123.1473,3031,33,4.5,278
75,2615148,Revolver Coffee,49.28318,-123.1093,3031,36,4.5,241
76,10063920,MeeT in Gastown,49.283382,-123.10484,3031,39,4.5,456
77,972073,SURA Korean Cuisine,49.288918,-123.13155,3031,40,4.5,310
78,3321067,Minami Restaurant,49.275253,-123.12086,3031,37,4.5,576
79,8554524,Deer Garden Signatures,49.22758,-123.09041,3031,1929,3.5,22
80,1944584,131 Water Social House,49.28419,-123.107285,3031,1932,3.5,20
81,19409684,Dong Tai Xiang Shanghai Dim Sum,49.25629,-123.11488,3031,1936,3.5,5
82,8001397,Waffle Bant,49.278603,-123.115845,3031,1930,3.5,50
83,13608069,Sulmida Snow Dessert Cafe,49.29208,-123.13485,3031,1931,4.0,6
84,9556801,Sun Tin Day Cafe - Hong Kong Style Restaurant,49.23798,-123.06582,3031,1935,4.5,8
85,4870614,Osaka Sushi,49.24854,-123.125565,3031,1934,4.5,4
86,15747851,Kaori Izakaya,49.25804,-123.10149,3031,1938,4.5,3
87,23185350,The Cake And The Giraffe,49.269627,-123.14443,3031,1933,4.5,2
88,11773835,Safeway,49.28579,-123.13891,3031,1937,4.0,4
89,1806120,Bao Bei Chinese Brasserie,49.279488,-123.10051,3031,38,4.5,509
90,683749,CinCin Ristorante + Bar,49.285393,-123.126076,3031,45,4.5,1200
91,4882500,Momo Sushi,49.284744,-123.11034,3031,44,4.5,374
92,7062030,Boulevard Kitchen and Oyster Bar,49.28264,-123.12386,3031,47,4.5,394
93,973325,Zefferelli's,49.285194,-123.12583,3031,50,4.5,849
94,971829,Twisted Fork,49.277782,-123.125496,3031,42,4.5,555
95,1140846,Salam Bombay,49.284008,-123.12189,3031,46,4.5,817
96,2000086,L'Abattoir Restaurant,49.28322,-123.10427,3031,48,4.5,790
97,4108385,The Keg Steakhouse + Bar - Dunsmuir,49.28337,-123.11645,3031,49,4.5,1083
98,8570489,Ancora Waterfront Dining and Patio - False Creek,49.27392,-123.13272,3031,41,4.5,317
99,685015,Gotham Steakhouse & Cocktail Bar,49.282833,-123.11587,3031,43,4.5,880
100,10337462,Nightingale,49.28732,-123.11769,3031,51,4.5,642
101,3598545,Siddharthas Indian Kitchen,49.266487,-123.069496,3031,59,4.5,203
102,1943145,Bella Gelateria,49.287827,-123.11639,3031,55,4.5,910
103,2431958,Thierry Alberni,49.28487,-123.12283,3031,56,4.5,456
104,710098,Templeton Restaurant,49.278427,-123.124565,3031,58,4.5,471
105,10145567,Cora Breakfast & Lunch,49.28768,-123.129555,3031,54,4.5,446
106,7255986,The Keg Steakhouse + Bar - Alberni,49.28612,-123.12461,3031,53,4.5,541
107,1070055,Seasons in the Park,49.24205,-123.112,3031,57,4.5,1065
108,8820970,Osteria Savio Volpe,49.25751,-123.09093,3031,60,4.5,321
109,705344,Joe Fortes Seafood & Chop House,49.28498,-123.12438,3031,52,4.5,4577
110,703377,Cioppino's Mediterranean Grill,49.2758,-123.12185,3031,62,4.5,360
111,708118,Provence Marinaside,49.273342,-123.11965,3031,69,4.5,565
112,5562584,Ask for Luigi,49.28414,-123.09771,3031,61,4.5,334
113,683802,Coast Restaurant,49.28483,-123.12309,3031,67,4.5,2185
114,3332748,The Mexican,49.278805,-123.123985,3031,64,4.5,228
115,807753,JOEY Burrard,49.282898,-123.12347,3031,68,4.5,1124
116,2165846,Shizenya on Hornby,49.28089,-123.12455,3031,65,4.5,303
117,4371458,Homer St. Cafe and Bar,49.278584,-123.1184,3031,70,4.5,446
118,7130228,Gyoza Bar,49.28416,-123.11423,3031,66,4.5,267
119,8318626,Cactus Club Cafe Coal Harbour,49.289257,-123.11782,3031,63,4.5,1673
120,710592,Water St. Cafe,49.28432,-123.10894,3031,72,4.0,963
121,2416911,Sula Indian Restaurant,49.274452,-123.069275,3031,71,4.5,157
122,3618850,Dark Table,49.268345,-123.16489,3031,73,4.5,374
123,2707192,Tavola,49.291668,-123.13583,3031,74,4.5,383
124,4601837,Cuchillo,49.28326,-123.097984,3031,80,4.5,193
125,2165844,Hawksworth Restaurant,49.28334,-123.11942,3031,78,4.5,1310
126,10216579,Vij's Restaurant,49.257526,-123.115074,3031,75,4.5,389
127,1468777,Nook,49.291615,-123.13521,3031,79,4.5,338
128,819682,Rodney's Oyster House Yaletown,49.274414,-123.12339,3031,76,4.5,979
129,702673,Cactus Club Cafe Robson,49.285267,-123.125694,3031,77,4.5,553
130,2317824,Tableau Bar Bistro,49.287582,-123.12369,3031,83,4.5,479
131,2301939,Nuba,49.282784,-123.109634,3031,82,4.5,514
132,2331816,The Flying Pig Yaletown,49.2753,-123.12221,3031,84,4.5,1038
133,6404548,Breka Bakery & Cafe (Bute),49.285866,-123.127235,3031,89,4.5,349
134,4041836,Cactus Club Cafe Broadway + Ash,49.263454,-123.11719,3031,90,4.5,1575
135,2242258,Ramen Santouka,49.290344,-123.133545,3031,86,4.5,375
136,11909300,Peaked Pies,49.289585,-123.1385,3031,81,4.5,150
137,703130,Chambar,49.279945,-123.110085,3031,85,4.5,1508
138,1544211,Cactus Club Cafe Bentall 5,49.2857,-123.11925,3031,88,4.5,506
139,7101575,The Vancouver Fish Company,49.270573,-123.13654,3031,87,4.0,662
140,937117,Legendary Noodle House,49.288563,-123.139946,3031,93,4.5,255
141,3635022,Banana Leaf Malaysian Cuisine,49.29117,-123.13512,3031,99,4.0,304
142,1544023,Pourhouse Restaurant,49.28423,-123.108444,3031,91,4.5,342
143,2035267,The Keg Steakhouse + Bar - Yaletown,49.27665,-123.11944,3031,98,4.0,358
144,3202878,JINYA Ramen Bar - Vancouver,49.278625,-123.1155,3031,92,4.5,347
145,3471000,Red Umbrella Cafe,49.28632,-123.14034,3031,96,4.5,277
146,707888,Phnom Penh Restaurant,49.27851,-123.09825,3031,94,4.5,432
147,3619033,Catch 122,49.282166,-123.10794,3031,97,4.5,270
148,1551386,Les Faux Bourgeois,49.25701,-123.089645,3031,95,4.5,309
149,701831,Banana Leaf Malaysian Cuisine,49.263393,-123.1225,3031,100,4.0,572
150,683209,Gain Wah Restaurant,49.279385,-123.09894,3031,602,4.0,67
151,15760160,Jam Cafe,49.268185,-123.154076,3031,603,4.0,39
152,949942,The Bayside Lounge,49.28683,-123.1406,3031,604,4.0,83
153,8757517,Costco,49.278557,-123.10933,3031,608,4.0,44
154,7256256,Rogue Kitchen & Wetbar - Broadway,49.263126,-123.11766,3031,605,4.0,78
155,1082623,Ginger Sushi,49.27167,-123.069664,3031,609,4.5,27
156,13383725,Marutama Ramen Central Library,49.278625,-123.11558,3031,607,4.5,37
157,7887368,Doughgirls Comfort Kitchen & Bakeshop,49.25463,-123.23587,3031,610,4.5,38
158,13831150,Aleph Middle Eastern Eatery,49.284927,-123.065796,3031,601,4.5,21
159,2371140,The French Table,49.250015,-123.10091,3031,606,4.0,170
160,14883888,Dosa and Curry,49.28158,-123.133095,3031,611,4.5,32
161,10262229,Nelly's Grill,49.26816,-123.15179,3031,619,4.0,36
162,7657955,Taishoken Ramen,49.280804,-123.107635,3031,614,4.0,56
163,9590748,On Yogurt,49.27642,-123.1151,3031,620,4.5,29
164,5107599,Asa Sushi,49.2345,-123.15795,3031,612,4.5,36
165,4316778,Duffin's Donuts,49.23294,-123.077545,3031,613,4.0,49
166,3803836,Green Leaf Sushi,49.264233,-123.1801,3031,615,4.0,69
167,2084654,Lin Chinese Cuisine,49.26338,-123.14531,3031,616,4.0,93
168,972806,Roundel Cafe,49.281258,-123.055336,3031,618,4.5,40
169,5087149,Maria's Taverna,49.26806,-123.15812,3031,617,4.0,87
170,1892409,Las Tortas,49.2554,-123.11561,3031,622,4.5,36
171,1940605,Chili Pepper House,49.236195,-123.04192,3031,630,4.0,59
172,10037013,The Lobster Man,49.271397,-123.13632,3031,624,4.5,28
173,1065683,Harambe,49.265583,-123.06988,3031,626,4.0,65
174,13164103,H Tasting Lounge,49.292187,-123.12863,3031,625,4.0,42
175,8121718,Sushi Yan Restaurant,49.284874,-123.12443,3031,623,4.0,41
176,15116672,Mary's On Davie,49.28173,-123.133514,3031,621,4.0,48
177,12953063,49th Parallel,49.285984,-123.12267,3031,628,4.0,47
178,8358041,Matchstick Coffee Roasters,49.278587,-123.0994,3031,629,4.5,39
179,4853791,Romano's Pizza,49.280262,-123.12145,3031,627,4.0,50
180,2642685,Anatolia Express,49.28956,-123.11501,3031,631,4.5,39
181,12557716,Banter Room,49.27694,-123.11771,3031,635,4.0,40
182,1053552,Dolce Amore,49.270638,-123.06958,3031,638,4.5,40
183,20355647,Published on Main,49.25283,-123.1013,3031,633,4.5,19
184,705335,JJ's Restaurant @ Vancouver Community College,49.2813,-123.11124,3031,636,4.5,37
185,6949170,Indian Roti Kitchen,49.25901,-123.11538,3031,640,4.5,26
186,971599,Denny's,49.280277,-123.1311,3031,639,3.5,136
187,1309257,The Refinery Event Space,49.27815,-123.12529,3031,634,4.5,45
188,706543,Malone's Social Lounge & Taphouse,49.284065,-123.11395,3031,632,4.0,111
189,5098270,Kim Chau Deli,49.25086,-123.07724,3031,2236,4.0,3
190,971460,Chez Faye,49.27501,-123.122,3031,2234,4.5,3
191,12881475,Namnam Restaurant,49.2479,-123.10119,3031,2241,4.5,2
192,18854418,Hail Mary's,49.262424,-123.089485,3031,2238,5.0,1
193,23014378,Uncle Fatih's Pizza,49.2819,-123.11874,3031,2240,5.0,1
194,23066785,Harken Coffee,49.28287,-123.09677,3031,2237,5.0,1
195,19455236,Chi Noodle Bar,49.2316,-123.15606,3031,2239,4.0,2
196,7815165,Menu 604,49.282257,-123.10929,3031,2235,4.5,3
197,22998339,Bells And Whistles On 4497 Dunbar,49.24647,-123.18543,3031,2242,5.0,1
198,21329282,Mr. Japanese Curry,49.2638,-123.1137,3031,2233,3.5,3
199,19800926,Straight Outta Brooklyn NYC Pizzeria,49.278683,-123.09947,3031,2248,5.0,1
200,1676313,swallowtailsupperclub,49.285236,-123.100494,3031,2244,4.0,4
201,3471999,The Endless Meal Supper Club,49.28297,-123.10064,3031,2249,4.0,5
202,21494901,Tutto,49.278408,-123.11871,3031,2245,5.0,1
203,22950497,Celeshmet,49.22072,-123.06546,3031,2247,4.0,2
204,972337,Mitzie's Restaurant,49.28043,-123.1003,3031,2251,3.0,30
205,19120977,Obanhmi,49.24251,-123.0599,3031,2250,4.0,2
206,4873643,Lim Kee,49.22094,-123.06626,3031,2252,3.5,6
207,4874383,My Home Cuisine,49.266533,-123.24293,3031,2243,4.5,2
208,19660172,Big G Fried Chicken Steaks,49.27919,-123.11673,3031,2246,5.0,1
209,21325087,Dollar Meat Store,49.28009,-123.09804,3031,2261,5.0,1
210,19546791,Pallet Coffee Roasters,49.25004,-123.07626,3031,2260,5.0,1
211,19643239,Bel Cafe,49.26874,-123.145004,3031,2259,4.0,2
212,22899261,Kouign Cafe,49.28031,-123.10396,3031,2254,4.0,2
213,4115268,Beefy Beef Noodle,49.2491,-123.10113,3031,2256,4.0,5
214,19660154,La Maison Da Nang,49.237667,-123.06577,3031,2257,3.5,3
215,14952464,China Lan Beef Noodles,49.23598,-123.15576,3031,2262,3.5,3
216,21378776,Sharetea,49.269737,-123.04434,3031,2255,5.0,1
217,20118864,Shun Fa Noodle House,49.23198,-123.06596,3031,2253,4.0,2
218,21350306,Zoomak Korean Tavern,49.28343,-123.10292,3031,2258,5.0,1
219,7117073,L'Epicerie Rotisserie and Gourmet Shop,49.272625,-123.13563,3031,953,4.0,27
220,1877701,Cheshire Cheese Inn,49.24535,-123.18562,3031,950,4.0,50
221,5086851,Le Pho,49.28124,-123.0544,3031,957,4.5,14
222,10522655,Pedro's Organic Coffee,49.2702,-123.13631,3031,955,4.5,16
223,686659,Library Square,49.280167,-123.114586,3031,959,3.5,151
224,1806950,BlowFish Sushi & Japanese Food,49.28086,-123.04529,3031,951,4.5,26
225,2658587,Deacon's Corner,49.284027,-123.09972,3031,956,3.5,66
226,3184493,Clough Club,49.28363,-123.10637,3031,952,4.5,20
227,4868982,Donair Town,49.277573,-123.12583,3031,958,4.5,21
228,3749024,Bosa Foods,49.27194,-123.02796,3031,954,4.5,18
229,13646463,Mr. Greek Donair Store,49.26936,-123.06925,3031,2271,5.0,1
230,4851797,Ikura Japanese Restaurant,49.20783,-123.14029,3031,2268,3.5,8
231,7374829,Denny's,49.26382,-123.14505,3031,2264,3.0,40
232,17378790,Kook,49.26894,-123.04565,3031,2265,4.0,2
233,7392566,Cosy Inn,49.24643,-123.18547,3031,2272,3.5,7
234,1138148,Ethical Bean Cafe,49.27269,-123.02843,3031,2269,4.5,3
235,971348,Cafe Galleria,49.27554,-123.12009,3031,2267,4.5,2
236,4503121,Dairy Queen (Treat),49.256763,-123.18482,3031,2263,4.5,3
237,5121676,Subway,49.250935,-123.12705,3031,2270,3.5,6
238,4684730,Hime Sushi,49.26379,-123.20862,3031,964,4.0,45
239,4498925,PHO DON Vietnamese Restaurant,49.28089,-123.04549,3031,961,4.0,46
240,4853545,Mui Ngo Gai Restaurant,49.2446,-123.06445,3031,967,4.5,20
241,9800089,Field & Social,49.282013,-123.11375,3031,965,4.5,19
242,14150726,Dublin Calling Rooftop,49.2801,-123.1214,3031,968,4.0,17
243,21269891,Tutto Restaurant & Bar,49.278408,-123.11871,3031,960,4.5,19
244,6921070,Bakery Sate,49.258884,-123.07002,3031,963,4.5,18
245,15612721,Michi Craft Kitchen,49.23243,-123.02448,3031,2266,3.5,3
246,787642,Connie's Cook House,49.268353,-123.15368,3031,966,4.0,39
247,8497088,Super Chef Grill,49.27869,-123.11539,3031,962,4.5,18
248,21285284,Planetary Burger,49.257675,-123.101036,3031,2274,4.0,2
249,19800976,Cobs Bread,49.26804,-123.15799,3031,2276,5.0,1
250,972690,Prime Tasty Restaurant,49.22572,-123.06599,3031,2275,5.0,2
251,972622,Pick & Chews,49.28655,-123.12091,3031,2278,4.5,2
252,5801981,Quiznos,49.28433,-123.11638,3031,2277,3.5,5
253,7784962,Phat Royal Centre,49.28532,-123.12153,3031,2279,3.5,15
254,12630855,Guoyan Chinese Cuisine,49.29152,-123.1351,3031,2273,4.0,3
255,4849331,Great Dane Coffee,49.270065,-123.25078,3031,637,4.5,32
256,2316814,La Baguette et Compagnie,49.2644,-123.17721,3031,969,4.0,50
257,1053487,Swiss Bakery,49.26849,-123.1017,3031,971,4.5,23
258,2303054,JJ Bean Coffee Roasters,49.265007,-123.069595,3031,976,4.5,27
259,4849831,The Capital,49.28143,-123.13297,3031,977,4.0,76
260,7942494,Shebeen Whiskey House,49.28289,-123.1039,3031,972,5.0,12
261,707357,Nirvana,49.264523,-123.10064,3031,979,3.5,44
262,11778558,COBS Fresh Bread,49.29045,-123.13418,3031,975,4.5,20
263,710495,Victoria Chinese Restaurant,49.285805,-123.12117,3031,978,3.5,136
264,1106695,White Spot,49.26369,-123.16388,3031,970,4.0,50
265,15044053,Disco Cheetah Korean Grill,49.28297,-123.11912,3031,974,4.5,10
266,2302745,Ebi Ten,49.27921,-123.11684,3031,973,4.0,56
267,19806249,Ofra's Kitchen,49.28832,-123.13988,3031,641,5.0,13
268,4004531,Tartine Bread & Pies,49.2746,-123.13152,3031,645,4.0,53
269,2483458,La Notte Restaurant,49.257183,-123.18529,3031,643,4.0,62
270,1077520,Babylon Cafe,49.28751,-123.141174,3031,648,4.0,77
271,10140309,Laduree Vancouver,49.285313,-123.12575,3031,649,4.0,57
272,12954328,Tractor Everyday Healthy Foods,49.280453,-123.11811,3031,644,4.5,26
273,4520648,Famoso Neapolitan Pizzeria,49.272263,-123.06922,3031,650,4.0,80
274,3382306,Sofra Mediterranean Kitchen,49.23478,-123.15909,3031,646,4.5,28
275,9778447,Memphis Blues BBQ,49.27246,-123.06932,3031,981,4.0,25
276,19503573,Dosanko Restaurant,49.28278,-123.09194,3031,987,5.0,8
277,710349,True Confections,49.290787,-123.13616,3031,980,3.5,107
278,4868504,The Spot Cafe,49.29138,-123.13543,3031,985,3.5,79
279,4108086,Wick's Cafe,49.20407,-123.13521,3031,988,4.5,19
280,971699,The Firewood Cafe,49.25855,-123.11479,3031,989,4.0,37
281,2173367,Chaise Lounge,49.245155,-123.10116,3031,642,4.0,87
282,12674798,La Glace,49.257946,-123.168015,3031,986,4.5,18
283,5039567,The Blackbird Public House & Oyster Bar,49.285072,-123.11878,3031,984,3.5,120
284,4354236,sushi California,49.263042,-123.112495,3031,647,4.0,74
285,967218,Vancouver Alpen Club,49.24035,-123.06568,3031,983,4.0,85
286,3612048,Pho Express Ankor Noodle House,49.291073,-123.134636,3031,982,4.0,36
287,1058023,Samurai Sushi House,49.231873,-123.116005,3031,995,4.0,42
288,4154795,East Van Roasters,49.282154,-123.10452,3031,998,4.5,19
289,5313075,Cambie Bar & Grill,49.283302,-123.108955,3031,991,3.5,63
290,3492641,The Boss Bakery & Restaurant,49.279747,-123.09969,3031,996,4.0,22
291,12726019,Sen Pad Thai,49.2719,-123.13562,3031,993,4.0,24
292,8531972,Soffee Cafe,49.26435,-123.136696,3031,992,5.0,14
293,4557941,Lost and Found Cafe,49.28201,-123.10571,3031,994,4.5,23
294,3927379,Coal Harbour Cafe,49.28842,-123.116005,3031,999,4.0,25
295,12154392,Tim Hortons,49.287758,-123.11446,3031,997,3.5,58
296,17593435,Blossom Dim Sum & Grill,49.28594,-123.12679,3031,990,4.0,26
297,15755099,The Bagel Stop,49.28613,-123.11973,3031,2288,4.0,2
298,17815276,Rayhan Mediterranean Restaurant,49.25751,-123.127,3031,2283,5.0,1
299,4876559,Domino's Pizza,49.25149,-123.07887,3031,2286,4.0,4
300,14411999,Chatime,49.23113,-123.15593,3031,2284,4.0,4
301,1082616,4 Brothers Pizza,49.26741,-123.06933,3031,2285,3.5,14
302,21045866,La Routa Pizzaria,49.26783,-123.15065,3031,2281,5.0,1
303,19660180,Zaatar W Zeit,49.284397,-123.11559,3031,2282,3.5,4
304,11952907,Habitant,49.282074,-123.11993,3031,2280,4.5,2
305,14977814,The Railway Stage & Beer Cafe,49.2829,-123.11518,3031,2287,3.5,6
306,4851955,Sammy's Hot Wings,49.29131,-123.13484,3031,2289,5.0,2
307,14993401,Wakwak Burger,49.2846,-123.11519,3031,2298,5.0,1
308,14793504,Starbucks,49.28165,-123.12472,3031,2294,3.5,8
309,706618,Marbella Spanish Restaurant,49.287495,-123.12954,3031,2297,4.0,4
310,4873572,Opa Souvlaki of Greece,49.28339,-123.11794,3031,2291,3.5,15
311,20034160,Kizuna Bansang Japanese and Korean Cuisine,49.2463,-123.10103,3031,2292,5.0,1
312,4849812,Booster Juice UBC,49.266167,-123.24294,3031,2290,4.5,2
313,707185,Musachi,49.29208,-123.13485,3031,2295,4.0,5
314,4847459,Juan de Fuca Coffee Company,49.28714,-123.12466,3031,2296,4.0,3
315,20278377,Trish Juice Vancouver,49.28085,-123.12482,3031,2303,5.0,1
316,12645622,Marble Slab Creamery,49.26345,-123.11635,3031,2301,4.0,5
317,11892743,Currents,49.29164,-123.12932,3031,2299,4.5,2
318,4847747,King's Chinese Cuisine,49.244705,-123.10116,3031,2304,3.5,21
319,20071201,Java Cat Cafe,49.28183,-123.11194,3031,2307,5.0,1
320,19189817,Jenjudan,49.278603,-123.115845,3031,2305,5.0,1
321,20094612,Bansang Korean Restaurant,49.24623,-123.10091,3031,2306,5.0,1
322,19907029,Nori Bento & Udon,49.2662,-123.2478,3031,2302,5.0,1
323,17706954,Sushi High,49.262035,-123.03278,3031,2300,4.0,2
324,8786622,Ideas Lunch & Wine Bar,49.26891,-123.25712,3031,2310,4.0,2
325,19949482,Baodown UBC,49.266212,-123.247696,3031,2308,5.0,1
326,18394222,Cafe Crepe Express,49.26428,-123.16627,3031,2314,4.0,2
327,10804707,Magi Cream Ice,49.234676,-123.15241,3031,2313,4.5,2
328,23716541,Land & Sea Restaurant & Bar,49.219196,-123.14932,3031,2315,3.5,4
329,19750746,No 1 Dumpling,49.26373,-123.14752,3031,2316,5.0,1
330,17752547,Ronnie's Restaurant,49.12159,-122.84511,3031,2311,3.5,3
331,19063798,Xing Fu Tang,49.212784,-123.14015,3031,2309,5.0,1
332,709135,Sophie's Cosmic Cafe,49.26817,-123.15269,3031,153,4.0,374
333,966953,Jules Casual French Bistro,49.28342,-123.106606,3031,158,4.0,320
334,2477802,The Dirty Apron,49.28068,-123.10943,3031,152,4.5,106
335,8401492,Nosh,49.281384,-123.11662,3031,157,4.5,159
336,3627158,Heirloom,49.26084,-123.139114,3031,159,4.0,392
337,8114031,Notch8 Restaurant & Bar,49.283966,-123.120636,3031,155,4.0,442
338,15616957,Safeway Deli,49.2327,-123.11719,3031,2374,5.0,1
339,15745406,Falafel Cafe,49.25053,-123.07637,3031,2377,5.0,1
340,4853132,Sushi Go,49.21961,-123.04088,3031,2380,3.0,9
341,15623098,Bonjour Marketplace,49.209583,-123.14032,3031,2376,5.0,1
342,762917,A&W Restaurant,49.2327,-123.11719,3031,2383,3.5,9
343,15043918,Nectar Juicery,49.25237,-123.1011,3031,2375,5.0,2
344,1156802,Yoshoku-Ya,49.2916,-123.13478,3031,2378,4.5,3
345,13802501,Boba Boy,49.234505,-123.15805,3031,2381,4.0,2
346,15684796,Steam Tea House Imports Inc,49.28087,-123.05716,3031,2382,5.0,1
347,15139746,New York Fries - Pacific Centre,49.28276,-123.11871,3031,2379,3.5,4
348,15573172,Java Express,49.26258,-123.11872,3031,2386,5.0,1
349,12378582,Starbucks,49.25408,-123.11478,3031,2391,4.0,2
350,12252685,The Chili House,49.26396,-123.14597,3031,2389,5.0,1
351,8573901,ChewyPeppers,49.28953,-123.13281,3031,2385,4.0,3
352,4850126,Mochikas Cafe,49.26682,-123.14283,3031,2390,4.0,2
353,5810737,Mazuya,49.265,-123.14594,3031,2392,4.0,3
354,971959,Jalisco,49.31028,-123.08191,3031,2387,4.0,3
